tsne1,tsne2,tsne3,tsne_clusters
5.8761315,-7.715857,2.2963989,2
-9.582268,0.31539026,3.3888683,3
5.680127,3.6156414,7.931856,2
1.7256854,3.1826723,1.7191135,3
0.90213627,2.0707672,9.282509,3
4.1790233,-2.4739864,5.749076,2
0.8171959,-8.990243,4.737224,1
-5.0888996,4.8397665,0.046173107,3
7.46018,-1.1691365,-7.7650924,0
-5.7466846,2.9036927,-10.591702,0
-1.1808858,-4.56793,-2.9635048,1
-6.363914,3.0710201,-4.6336775,0
-8.494606,4.1980133,5.2211833,3
0.3813829,6.412993,-9.789861,0
-8.450688,1.5502281,6.33055,3
-0.9053884,8.376715,4.809677,3
5.8983774,2.2881353,3.185217,2
-0.64053684,1.1778209,5.3412337,3
-7.647273,5.2140207,3.5882292,3
-1.7367808,1.4770701,9.322216,3
3.7615085,-3.2003787,-6.7298217,0
9.804423,-5.9258947,1.7682987,2
-10.149728,-4.4776516,-1.9194976,1
-4.2377443,-9.744309,-7.270097,1
-3.5182922,7.305663,7.126076,3
1.0435013,-1.5658282,-9.240931,0
0.9758746,5.4161334,-5.7684636,0
0.03447515,1.390292,-5.6757083,0
-8.26687,-0.9878435,-4.1113067,1
7.070357,-6.0421243,0.15149507,2
7.125421,2.2390504,-6.4793053,0
3.6171901,5.893784,-7.5714808,0
1.8634233,0.8162913,5.4419384,3
7.4615927,4.1286354,-2.1343417,2
-0.7520099,-4.5334353,-7.3126493,1
1.8736012,5.6474586,9.673865,3
-2.0664198,-1.204644,7.738639,3
-3.6054127,-10.212249,-5.635945,1
-0.1337803,4.155981,2.1235812,3
0.5999616,7.689697,5.355457,3
-3.1357632,-10.583608,-4.7243676,1
-3.107193,-0.14789096,-11.04588,0
-2.2660248,-1.1167709,-1.4880675,1
2.009575,6.157851,0.6117265,3
-2.6654155,-2.6592805,-10.329645,0
3.0124717,0.00059867953,-4.462442,0
0.9173723,4.5836253,1.3499283,3
3.4233136,6.8206058,-4.0795884,0
4.933658,-1.1360232,5.9492807,2
4.1259418,-2.436514,0.32316646,2
-10.394471,-1.8358729,-4.0941896,1
-6.307632,-3.3123558,-3.6065736,1
-4.2003403,2.972307,8.962065,3
2.1117897,-3.5633898,-2.6592941,1
2.1118894,6.118021,0.583873,3
0.8947034,-8.784834,4.7648206,1
-6.641941,6.595169,-3.5029678,0
3.1095278,-6.156432,-8.400243,1
-0.70485795,9.68277,-2.6348722,0
-0.42800456,3.2990794,-5.1118474,0
-0.87349063,-8.661562,-0.15019986,1
-3.5594466,-0.6671717,10.33217,3
0.013570121,8.392406,2.1262136,3
-5.245395,9.422096,1.2756089,3
-4.8813176,-0.2392741,7.1737914,3
-6.1479163,-0.0715365,-5.381647,0
2.1456268,7.676601,0.04722547,3
5.2152023,-3.3321803,3.0328345,2
0.81777525,-5.553045,-3.1241481,1
0.29138222,-2.5076299,4.853613,3
2.587255,3.8475456,-4.8544283,0
1.0392295,4.5966773,8.483414,3
2.606761,0.33389878,-3.5803394,0
-2.1837425,-3.275965,6.146483,3
2.6469972,5.263522,3.7526262,3
1.3221211,-4.486871,7.0281568,2
-0.93359363,4.4806447,-2.9882524,0
4.2661796,-3.4241016,0.24115716,2
-1.6116074,5.858727,-7.3175516,0
0.30291343,-0.9864502,-3.6415625,0
5.7926393,5.6875625,2.0568883,2
-8.444898,-0.78613764,3.79931,3
-2.8107603,-5.863959,-5.4571276,1
1.5835285,-5.695509,-2.9894981,1
0.9244224,4.5068626,7.5558414,3
-6.9071865,-3.3521466,-5.303334,1
0.025304493,1.4248537,2.1635306,3
-9.476422,0.77510303,4.362828,3
-5.8752203,-4.229799,0.4427914,1
-2.0450892,2.4043372,8.587292,3
-7.3577647,3.8856728,5.636153,3
1.1638081,0.44541255,0.3078868,2
-5.4540396,-5.412564,-4.8698816,1
10.588044,4.2838244,0.39644182,2
0.07251189,9.990429,3.1195672,3
2.5616188,-3.9322596,9.153431,2
-0.42181346,-6.0365033,6.460286,1
1.325981,0.31223798,-2.7968872,0
-0.25811926,5.6912823,10.166229,3
-5.63238,4.913184,2.8443704,3
-2.589689,-0.3222711,-7.221916,0
-9.213541,-2.9091973,1.9144002,1
2.1021962,-2.61098,1.8968323,2
5.350386,1.0062305,-9.9471855,0
2.416688,2.6205785,-0.83167315,2
-10.712838,0.74906456,-5.5444613,0
1.4013633,4.8680096,10.701102,3
0.9265975,-4.7690024,5.9307723,1
7.0037208,-3.3396015,-3.3196957,2
-4.8413343,7.3123026,4.525849,3
6.506142,-3.6185567,-3.9001482,2
-2.0840323,5.453717,10.3437195,3
7.2075853,4.648541,4.2298074,2
-0.5923662,3.7408688,-1.7980974,0
-0.9959089,-7.315147,-1.478727,1
-1.5547355,3.963648,5.113645,3
-4.9300256,-6.4486513,3.4415743,1
-5.974721,1.343947,1.5883869,3
-5.5320354,0.15130846,-4.1657977,0
-8.688532,0.32798642,4.6831894,3
4.6078176,0.7466763,3.5880008,2
-10.679249,-3.5892649,-3.128367,1
0.8895065,2.4697027,2.8646128,3
-4.18863,-5.424915,-1.2244923,1
-0.024115816,-1.9348565,4.7813,3
-1.5923382,-3.5369864,2.4362092,1
-6.34274,-4.501406,1.8252763,1
-4.8279877,-4.5197024,2.3461509,1
-0.47691554,4.6947246,7.0235295,3
-2.8621676,-3.907475,-5.543682,1
-1.144221,-2.469155,-4.257232,1
2.2924006,-7.3806295,-4.8691006,1
-1.1628333,4.924959,2.1051803,3
-0.75896764,-8.756663,-5.9536653,1
9.333882,2.6712828,5.189981,2
0.91189975,6.366504,9.963466,3
1.9323131,-1.2041584,-13.115936,0
-5.8245535,0.046544634,-0.093908764,1
-2.9878187,-3.6301944,-7.3648562,1
2.3591318,-0.9974902,1.2983147,2
-0.0016948543,-4.126965,-0.19881327,1
-0.6235386,0.16034746,10.915848,3
6.6347256,-0.50061184,-0.42637092,2
2.6804645,3.9290705,6.215792,3
-0.39351362,-10.389718,3.8890555,1
3.977364,-4.813554,-1.669199,2
0.52813905,-8.667581,2.9043472,1
-5.4278007,-5.5033693,-2.9817789,1
-5.5781693,-10.219804,-6.3673286,1
6.065517,-6.447011,1.0994278,2
2.3861926,1.5452279,5.5808764,3
-2.6423626,2.3841596,2.8273878,3
8.135211,-4.2028055,-2.005075,2
-4.034543,9.0849285,-0.63282555,3
-5.9017215,0.3367038,8.317087,3
-2.3117437,1.4236177,3.281438,3
8.639236,3.156306,6.620531,2
-4.7144837,3.5376294,-5.692734,0
-0.96137303,0.8315729,7.096814,3
-7.4735465,-2.92613,-0.27226833,1
-5.058006,7.332608,3.1366236,3
-8.822432,2.9486425,2.975524,3
0.85730594,0.7393475,-5.539598,0
-4.7558417,-5.6904426,4.45358,1
6.7089324,-6.016423,0.7668739,2
0.5676071,-4.506348,-0.38814184,1
0.7924837,7.824419,4.6625514,3
-0.03705647,-11.531672,0.80254483,1
-1.1699715,0.44902223,2.683489,3
8.667973,0.04100797,-3.0432925,2
-1.7101034,4.094885,4.589067,3
-0.03989461,0.6683257,2.9251993,3
2.4663842,4.702927,4.1279325,3
3.779755,7.729369,3.1892266,3
-3.2858822,-1.2087198,-11.166464,0
-3.8823993,1.1358277,-7.6382384,0
1.5706208,1.3757045,-5.1805696,0
-1.1405164,-3.1769297,-2.124441,1
0.5260553,-5.957905,4.65713,1
-6.374972,0.3130329,-4.788942,0
-6.527309,2.681971,-8.059951,0
-0.86503243,6.6213436,1.707294,3
8.759462,1.6814885,2.2317078,2
5.7084737,-0.021383006,-3.7109807,2
1.2396033,4.3010244,3.9828396,3
2.4764354,4.8920994,6.177728,3
5.5785184,2.6740186,3.6171725,2
3.9981682,-6.2555203,4.06548,2
-0.12492397,2.7672727,8.493915,3
-0.9952394,-8.70848,-0.007152861,1
-0.89499307,-0.81657416,11.861449,3
7.892389,-7.4271383,2.7880762,2
-4.7135105,1.3458929,-4.9909773,0
3.5020964,11.037248,3.0028124,3
-6.44602,-4.968391,1.3522998,1
-0.2129995,3.1121914,7.616047,3
7.2624097,0.94074357,-1.8006577,2
10.091012,0.90063274,-1.4356006,2
-1.5341169,0.940193,7.464703,3
-0.78245324,-7.8583736,3.4525068,1
2.9205346,-7.5233903,-0.43410236,1
3.2100015,-0.46689963,9.523182,3
0.53445107,3.413349,7.908144,3
3.8501759,-2.5335867,-3.331931,2
1.7369437,3.2456954,-3.3613095,0
-4.26925,-1.7824249,-1.4420586,1
-9.735023,0.07081333,-2.5579152,1
8.442865,-2.1753085,4.710846,2
-3.3937838,-1.8592279,-5.7908635,0
0.7009146,-4.5099316,-0.23581006,1
-6.948248,-6.5724115,-2.4100385,1
-1.7797384,9.9252615,-1.642249,0
-4.709675,8.322734,2.5133748,3
5.9600945,6.063911,-4.8888087,0
-2.7195609,-10.415758,0.7715521,1
4.2749224,-2.9824197,0.930566,2
-1.8871828,1.5977094,-2.9226725,0
-3.1806529,-5.7386703,2.1375074,1
-1.9023342,-1.9297495,-7.386424,0
0.09038022,-6.822474,7.6877494,1
-3.9913297,0.16813242,-9.254993,0
-5.636878,5.950902,0.19680601,3
1.4255525,0.2048681,3.1276178,3
0.081907876,-5.538509,3.097617,1
-5.295062,-3.5219843,-0.8320058,1
-2.6660054,3.315551,3.4551728,3
2.6824312,-0.28914914,9.72829,3
-4.7434235,-0.0976631,-3.3255055,0
1.1351203,-6.6294985,3.106384,1
3.314011,-2.5547748,-4.0089126,2
-4.516826,-4.8974686,5.5449257,1
-0.85604286,-4.5669026,-7.4041486,1
2.317053,4.490927,-7.3011885,0
-7.8938193,-4.503914,-4.831594,1
0.029139807,-0.24930005,4.8291855,3
1.0035417,-0.15878344,10.643785,3
-0.11849498,-8.216111,0.27102432,1
10.020077,1.141899,3.9849927,2
-9.640162,-0.66786414,-3.4221845,1
3.1390522,3.744856,-7.820573,0
2.0981724,1.2734829,-5.168475,0
-3.2300415,9.027823,1.5084225,3
-0.4373997,-2.2826264,10.472092,3
0.62011874,-0.30792868,0.8905458,2
-7.006291,5.917367,-3.9432764,0
-5.0264835,3.181175,-0.42191693,3
-3.0506592,1.2972323,-8.931566,0
-3.7719493,5.4297233,8.001395,3
-1.9309696,-6.3501234,-0.41918823,1
2.9170625,4.336775,-5.2438493,0
-3.211672,5.761157,6.285565,3
1.6855353,-11.324769,-0.55905837,1
8.107592,-1.5034533,4.5462217,2
2.0290608,6.366086,8.720912,3
0.8925426,-6.8152003,-4.474356,1
-8.837554,3.9144568,5.377464,3
-2.1288178,-10.300321,0.2848362,1
10.6518,1.0382601,3.6950407,2
4.200295,7.740746,2.3523934,3
6.796554,0.9955071,-2.6276803,2
-2.0588427,-2.7282429,-7.470215,0
7.728451,1.0251973,-1.7192773,2
0.35704738,2.9835083,1.1598045,3
-3.3356683,-2.2429256,5.16403,3
-2.8612356,-0.3579569,0.24743475,1
-10.180448,-3.2396805,-3.325348,1
-9.774762,-3.142549,3.028505,1
-4.418974,-3.8141916,-7.3867083,1
5.145365,1.4831051,-2.1628604,2
4.977255,4.0088806,-0.47095594,2
-7.523782,-8.945373,-2.1976507,1
-5.6989264,3.940351,-8.490522,0
-5.5066085,2.2158053,-10.791711,0
3.1215227,4.7215962,-7.8290343,0
-10.616948,-2.0047503,-3.2834978,1
2.081221,-1.1007892,-13.086975,0
-3.2013137,4.9560127,-1.5511559,0
-3.6591034,6.9909544,4.4267297,3
-3.2301273,5.4828367,-2.3504734,0
1.4322735,4.9663806,10.015477,3
3.2733252,4.8742223,-8.375973,0
-7.4005604,0.09020509,-0.8227377,1
2.495445,6.4964547,8.539773,3
-5.622066,-4.3874493,-0.5658044,1
-0.90567195,-6.940967,-2.291476,1
-1.0725384,-1.9958762,2.7171,1
-9.268481,3.7750533,4.1986837,3
3.2309463,3.965391,-2.9900794,0
-2.9380822,8.226528,-4.3302255,0
-1.2184613,1.9734857,9.454347,3
-3.6349072,-2.0348449,5.5313644,3
-6.0176873,-7.1696444,-3.3228333,1
-6.7449937,-0.9828611,0.39265758,1
-2.4040718,6.317302,-8.283983,0
3.2129,11.250186,0.8252738,3
8.844658,-6.156815,0.22719833,2
-9.151919,1.8045517,-1.7275268,1
4.9346857,-5.8622293,2.0855682,2
-2.5905325,-0.12192028,4.7134123,3
2.5979786,0.72074693,-4.6610374,0
5.538258,3.8949506,-3.6310196,0
-0.2885508,1.3147268,-2.8580773,0
-1.7856286,7.117415,6.4356923,3
-9.878802,-4.2348633,-2.7536697,1
-3.8788242,1.3126233,-10.398948,0
5.010683,-1.3448997,-8.449218,0
-0.46736372,4.9961987,0.5581309,3
7.9097576,-2.3047457,-0.4330269,2
1.2491103,2.4598763,4.75286,3
-2.5032532,2.2800257,-3.545604,0
0.9962917,-6.637597,-3.565258,1
-9.404196,0.8533773,3.2778242,3
4.9308434,1.1766547,0.16204363,2
4.706322,5.0225053,-9.605576,0
-11.240118,0.8461167,-2.894075,1
-9.132445,3.520929,5.461239,3
-10.188154,-3.3535554,-3.5780246,1
7.009998,-1.9622722,-2.4548683,2
-0.33719394,-10.303277,-0.91428244,1
-10.716258,-0.2516955,-3.2799218,1
-2.7718277,-4.4863787,2.3954856,1
-1.722405,4.0569468,-5.5731177,0
-2.358764,4.0630326,3.9901562,3
1.5766729,3.986397,10.15193,3
0.233797,0.39006326,-3.0401294,0
-3.5729532,-1.0852301,-11.03436,0
-2.950655,-1.2368509,-2.7031643,1
-0.24530013,-2.0832143,-3.6129565,1
-8.829533,2.912401,5.661518,3
3.237267,11.304095,0.08186622,3
3.09199,-0.7240608,-3.3171554,0
8.398891,-7.885971,1.1623206,2
-6.204703,-7.93149,0.107741356,1
-0.25027028,-10.929415,3.1404257,1
-1.0039916,0.105444476,5.157755,3
-0.5350172,5.805323,1.2831407,3
-1.8380346,-1.5143039,-0.22820559,1
-1.6869192,-3.428056,-5.7284093,1
1.2130395,-2.0542881,-1.0978987,1
5.7158856,-0.2904013,-2.1044946,2
-0.5998081,-6.128556,-3.318586,1
6.284985,-1.0477868,-4.5276628,2
-3.2079725,-1.6476752,-7.812777,0
-2.3660066,-11.248377,-5.7804513,1
0.9775838,-9.7476015,-2.9217691,1
-9.773069,-3.3773377,3.436601,1
-3.6101062,5.4879885,3.192032,3
-8.042259,1.5701387,6.431561,3
-4.98155,-1.2895699,5.2401853,3
-3.660132,-9.79258,-4.108,1
2.3088584,0.38678095,0.41048703,2
-9.499928,2.9654317,5.3156977,3
-0.5354805,-4.211094,6.1320057,1
-6.3726783,-3.574579,-0.52201974,1
1.3962772,6.30986,6.2860203,3
3.6372516,-3.1419098,9.01713,2
-0.44365555,-0.4291284,-10.546269,0
5.322405,-6.353048,0.5285079,2
-2.9812212,5.9928946,-9.53914,0
-1.4683968,-1.9721514,-3.8660562,1
2.7733796,2.1801715,-3.1805406,0
5.222338,5.138515,2.0967662,2
-4.274788,-0.75193566,-4.744777,0
1.1244761,7.772064,6.0714746,3
6.873893,7.6438417,-2.2208388,2
-0.10455464,5.3720493,5.5336037,3
4.14753,3.9671054,-2.023311,0
2.9755335,-7.2732,-3.226944,1
5.3937225,-1.4239427,-9.608276,0
5.02964,6.358759,-4.795304,0
2.7717154,0.54874384,8.596302,3
8.778196,-3.997118,1.582968,2
9.04049,-7.09448,3.8011734,2
-3.1017036,-8.8696375,-5.7065444,1
-0.7052336,6.3489056,-9.424538,0
-8.682054,-5.9895535,-0.62038463,1
-11.609806,0.6091022,-3.7506676,1
0.7837845,-3.2422986,-9.809857,0
0.35039404,-10.721444,-1.1634504,1
4.2408485,-0.3822601,9.087661,2
-0.49975663,-4.8240356,-4.29569,1
-2.7713645,-1.8302395,-3.9712954,1
-2.2887888,-10.14492,-6.6106954,1
9.42138,-4.812883,3.4453406,2
-7.0567055,-4.9817996,-0.6306327,1
-6.1898,2.3644624,-9.533162,0
0.1011392,5.4691963,-4.306553,0
-1.8323101,-0.7870943,10.985292,3
-3.3903868,-1.6483861,-11.187809,0
5.989566,5.451526,-8.643355,0
-4.5372324,4.393562,8.345953,3
-0.80169487,-4.9386353,5.1145673,1
-9.041279,-4.0792556,-5.4133725,1
-1.2629839,-0.9910159,-4.2166724,0
2.9872208,-7.5022254,-0.4206664,1
-3.5167408,-10.1344185,-7.530164,1
-1.560863,5.5510535,3.9554777,3
-0.38742173,9.242934,-1.4024194,0
-0.25154284,2.9245362,-3.0352976,0
-10.339277,-0.91308784,-1.2538476,1
-9.225202,-5.7699876,-2.1969345,1
9.007323,-5.716096,2.7122524,2
-3.1906455,-0.8908707,0.7663288,1
1.574257,-0.7217511,-8.620893,0
7.483813,-1.5380555,2.9325576,2
9.116819,-6.705859,-0.20755582,2
-7.955502,5.691708,0.9763062,3
-8.12314,-3.638866,0.9157361,1
-10.347586,-0.5019015,-1.9074723,1
-5.406628,5.666648,-0.108609505,3
2.906005,0.53578323,0.40270084,2
-5.7750254,3.6462326,-4.628457,0
-10.261801,-0.79932874,-1.4933188,1
-6.0849075,0.9875539,-0.5969995,1
-3.2311928,5.925678,-2.663999,0
-8.734186,1.3361733,-4.4883566,0
-0.97019076,-1.4663508,10.304847,3
6.0223284,6.6447444,2.003473,2
6.0286055,-1.4032308,5.5484447,2
-3.2595475,0.6036804,-10.715934,0
-0.021765236,-3.8299382,2.4201367,1
-7.1755915,-1.2504206,0.94625515,1
-1.797101,-11.541965,-5.606639,1
-2.1659293,4.0268893,10.962064,3
1.9457741,-0.74905264,-6.1314096,0
-2.9705882,4.8601418,7.475969,3
5.4436517,5.8019805,-5.8600874,0
-2.8367314,-0.33542192,11.079015,3
-2.7604883,-0.12033384,4.6463785,3
-5.0066366,-0.4025918,-3.264551,1
3.1722555,11.375965,-0.69436884,0
-0.40375197,-6.70834,-0.90681094,1
-1.5003432,-0.8044097,-7.306238,0
4.8625464,-1.9225965,1.2687964,2
4.7627745,-6.0587063,2.4417925,2
-2.0111856,-2.431279,9.577034,3
-4.9950466,5.897213,-8.912934,0
-3.2581475,6.1628456,-5.049955,0
4.3602266,4.388181,6.9635997,3
-9.946214,-3.0165603,-2.3390481,1
2.4940665,3.7265596,6.9726934,3
1.6757059,-0.96465594,-8.791013,0
0.49980408,-8.067528,0.17927694,1
5.1828837,-1.2280024,-4.647689,2
-0.8641699,3.925246,10.900944,3
-2.9618292,4.3570204,-9.678988,0
-3.1097496,-1.3663074,-7.8406715,0
-5.826433,4.77837,-9.505456,0
4.0270042,5.4217834,1.7550814,2
5.359035,-6.492621,-0.9367903,2
6.5083756,-5.0639706,2.0287774,2
-6.31277,-4.246984,0.8825567,1
-5.1006365,0.60751045,-3.4394863,0
2.0890982,-1.746558,1.8386796,2
-4.796887,6.474771,-3.1781597,0
9.627289,-3.1065269,2.0368278,2
4.380144,-0.87493294,6.2824874,2
9.388809,2.8971722,4.4932547,2
-10.389388,-2.3381329,-1.5781221,1
-9.6678095,1.802593,-1.41102,1
0.46434468,-5.08824,-3.3786132,1
-1.262372,-10.064247,3.7817745,1
-3.089061,-7.3491406,5.807798,1
7.5024433,1.5194682,-7.045948,0
5.8443475,-7.8848596,0.19312236,2
-0.22937007,-5.542879,-6.0523667,1
9.3291855,-3.589618,4.179057,2
4.0445294,-5.7294006,-7.656058,0
5.5127544,-0.3861535,-8.052845,0
8.486899,-1.220955,3.1132874,2
-4.0546827,-9.598487,-5.72852,1
-6.605757,7.479417,-1.9948189,0
-2.0029936,-1.0358998,-1.1817211,1
0.015326428,-9.9908495,3.3616838,1
-4.9389763,3.9739478,-7.6141114,0
-4.337431,-2.1500335,1.8732871,1
3.7957828,-0.2798103,9.8326235,3
6.8998575,0.7024205,-0.8005085,2
5.149848,1.5075777,-6.7887487,0
-3.8824966,8.176035,-0.1798822,3
0.07248601,-7.1799526,6.8951564,1
-3.215023,2.4941795,-6.4581976,0
-5.129223,9.2275305,1.3195204,3
8.831909,-4.695012,2.7085965,2
-5.7375236,2.980568,-10.540076,0
3.2162647,11.317574,0.012867229,3
-8.042455,-5.681395,-2.7936864,1
2.7701187,4.9199176,-7.080574,0
-4.2579403,-5.0354505,-4.8971934,1
1.7850382,-0.114924274,10.923274,3
-3.089723,-3.5160153,-7.3544726,1
-5.818804,4.7711926,-9.398982,0
-6.8459225,-5.462723,-4.7233706,1
-3.9225295,8.585727,-2.351224,0
2.4186232,5.934802,-5.3092794,0
5.555478,-8.094109,-0.825314,2
0.85203725,-2.8704927,9.417703,3
-0.42730215,-5.2203794,-4.205868,1
9.580458,-6.3347526,2.580969,2
7.1438127,0.900086,-2.375458,2
0.8245771,7.0321155,6.7509403,3
-6.5040474,2.521871,-0.9748587,3
-0.06145541,-8.896407,6.6983666,1
-0.66562617,-0.9010412,8.265223,3
-3.2493043,5.9433346,1.5725957,3
5.6651444,-1.1794485,-1.0423107,2
-5.61256,-3.95492,-5.8909345,1
5.892229,-3.9162986,4.5848737,2
1.1697744,-6.998132,5.582171,1
-3.7485352,5.5256863,-2.467726,0
1.1744769,-8.161806,0.14601251,1
9.576786,-5.9918456,2.76336,2
3.8508594,1.4448564,6.535153,2
0.5425617,-7.404431,-2.237973,1
0.6443351,-7.3131595,7.254054,1
0.6533414,5.3231044,-2.8318965,0
-8.898544,-4.965646,1.4703622,1
-1.1255114,7.545682,8.047843,3
3.0886352,6.067451,8.5376005,3
-1.6950868,-3.1589181,0.6212355,1
5.6601796,6.7988434,-1.0856544,2
-3.749649,2.8747509,10.0933,3
-3.3164983,-8.640904,-7.630257,1
4.6468835,3.555122,1.722919,2
-6.5757904,4.7745385,3.5454977,3
11.487958,1.1448344,-0.10199198,2
-7.6294556,0.099128164,-4.4448705,1
-2.9278333,-10.003594,-4.093928,1
6.963909,1.5542741,6.7805786,2
9.052354,1.0691061,-2.8746362,2
-0.72332245,-7.3441973,-4.08717,1
5.878755,7.2047386,-1.312265,2
0.44789216,-6.8875084,5.0937247,1
4.9944453,7.1510262,1.5622721,2
-9.651878,3.61124,3.5570488,3
6.6388016,-3.032806,4.9459457,2
2.0474603,-2.764302,9.504376,3
-0.39671144,-1.2377344,9.627616,3
-9.887707,-4.046654,-4.972104,1
-0.6265299,6.0175247,10.330467,3
-0.19333021,4.4374323,-9.451271,0
-0.48941806,2.2113705,-6.897527,0
-7.3845925,-4.172763,-2.9329357,1
-1.9197224,2.7316082,2.7058253,3
-1.1701729,-2.3301091,2.8853493,1
-1.5454352,-6.960883,-3.051709,1
4.899294,-5.2154427,2.3670156,2
-3.699346,-0.062413946,-9.132695,0
-0.7608861,6.9509764,-2.2871792,0
8.266394,3.1248767,-1.7401052,2
-0.7185968,-9.871479,3.6141837,1
11.37432,2.9427342,1.2256854,2
-4.9607396,-0.82607406,-1.4686161,1
1.2349703,-7.0218368,-6.9050765,1
6.028556,4.255474,-4.199812,0
-0.24836527,-5.320617,-1.2325517,1
-1.4030303,2.206148,-3.5392785,0
5.107731,-1.872431,-3.3231428,2
-2.031418,-3.9799364,-3.3512824,1
-1.1535435,8.427491,3.7879786,3
-1.3438649,4.5958586,-9.019666,0
6.6892695,-3.75326,2.1320534,2
-0.31551015,-5.9765477,8.380899,1
1.418589,-0.1344805,0.5414545,2
0.38958117,-7.369957,6.808087,1
6.816595,0.78111744,-6.623712,0
-3.5073607,1.4928436,-9.76612,0
7.764973,3.5189998,-1.7211827,2
-6.417921,-0.23760076,-3.5755014,1
1.2791348,-7.2236094,4.6728163,1
-4.9576745,-1.6103654,8.849765,3
-5.2040777,-5.8857665,-3.1081972,1
8.208063,-2.0285516,5.013222,2
-0.35444188,-6.4216504,2.356382,1
9.029836,2.5399892,5.9145017,2
3.0344071,1.0527197,2.0418239,2
-0.35529295,-0.98338616,10.073156,3
2.250297,1.0323724,-5.4006157,0
6.378125,-2.2915337,1.108851,2
3.6554637,-5.2945385,-1.18126,2
-3.7362175,-4.8624196,7.0138125,1
-0.82052535,-4.2403593,-7.392763,1
2.3800092,-3.677266,-1.5467064,1
-2.349691,-6.4573975,6.7494497,1
-0.60666823,-7.9966745,-3.8957536,1
-7.0089445,3.5900385,-5.2013316,0
6.7236443,-4.637184,3.4948378,2
-3.901002,6.7829757,-2.4512172,0
-0.9498807,4.34065,-7.693593,0
-2.0689678,0.94884676,-10.493487,0
-6.244248,3.1036122,-4.65024,0
-0.65403646,-8.610242,4.9817715,1
-3.1392288,8.388151,2.3736758,3
0.7549466,-4.603618,0.9905585,1
-1.9324185,-3.568634,1.6207846,1
-6.3218365,-2.2975147,6.069868,3
5.318852,6.2250433,3.7299206,2
5.9186835,2.7431092,-1.5399965,2
-6.3134794,-6.7621055,-4.0129614,1
-1.1261137,2.5503829,3.3962517,3
4.161877,-5.7780585,-6.9478703,1
-6.674575,7.219291,-4.8473163,0
-0.9499251,-4.301853,-5.0917034,1
1.3045335,-3.6524909,-4.867568,1
7.5518064,-4.1451893,-1.6361095,2
2.9139862,-7.802176,1.4026268,1
7.2181964,-2.8813574,4.7507277,2
-4.157859,2.2394876,2.770976,3
-6.712944,1.5296932,-7.9681587,0
6.7273583,2.794288,7.9425535,2
-2.352085,0.16959105,-2.8007805,0
-3.8578627,-5.2842183,-5.4559865,1
7.230715,-1.817093,2.9248238,2
4.302047,-3.0907495,-3.1276882,2
-4.7574153,4.558659,2.0837533,3
1.4199284,-6.642115,-2.9974034,1
4.0488887,-5.7193604,-7.5815144,0
-7.9843397,5.9446163,2.1902971,3
3.6318436,-8.521443,-2.9773846,1
-0.5486104,11.434049,2.6159399,3
-0.98128283,-4.190205,-2.9237049,1
3.3206003,-5.4858494,3.5498643,2
-0.30235726,-4.8507776,-1.2531075,1
4.0044923,-2.5872838,5.4306607,2
6.846341,3.9378939,-0.29234013,2
-5.670663,3.6866508,-10.083307,0
-3.3669286,-3.0511787,5.109514,1
6.766915,-0.5557737,-3.6300194,2
-0.77972364,2.970272,4.7987404,3
-3.8480802,-6.3378425,6.206947,1
-6.080422,-4.077734,1.1517498,1
2.6908488,1.0288235,0.19834565,2
3.9152517,6.859885,1.441505,3
7.616926,8.153276,-1.5019677,2
-1.506189,8.622153,1.8740715,3
8.595669,2.3218656,6.6299286,2
8.027577,-1.3464323,4.428528,2
-3.8625033,-4.502071,4.2067018,1
10.985636,3.4021096,-1.1196808,2
6.0616827,-5.5514407,-2.9400203,2
-0.44182134,5.335599,8.709479,3
1.4588363,-6.7344756,-4.674462,1
-2.8778803,-0.34132826,-5.7536283,0
1.0981944,4.427467,-3.6977584,0
-1.5985415,10.415347,2.855649,3
3.6759877,-2.105972,8.06229,2
-7.18824,-6.8437223,-2.1124885,1
5.6343436,2.8500707,2.6422791,2
-4.8183055,6.6687984,-3.762802,0
4.320479,-0.3735758,-2.9558656,2
0.9190399,8.444231,4.2031527,3
-9.18124,2.2548761,-2.067735,0
-3.976835,3.7880878,-2.2700233,0
-6.3822436,1.453428,-7.3389454,0
8.833473,-6.1403203,2.0881233,2
-3.7105021,-2.0985277,5.1014614,3
1.8044292,8.171093,-1.2818491,0
-4.208486,2.7751353,9.472456,3
-4.900863,-0.46995303,-8.908604,0
-0.8779239,0.3694407,1.6835761,3
-1.0309311,6.669016,-1.6931475,0
7.919207,-4.248111,0.7337221,2
0.7318521,1.7955618,-6.333325,0
1.9998581,0.25991553,-8.607523,0
0.98592806,-11.311416,-1.5607301,1
-8.456405,-0.12526004,3.1946964,3
-7.3400445,4.796051,1.2205799,3
6.3503385,-3.4075892,4.4682164,2
-2.8557978,1.6255805,-7.4038877,0
-0.17485605,0.039344233,-1.1821251,0
-5.5500565,-7.548021,-0.35463598,1
2.5258431,4.9115295,-7.8038363,0
-4.371132,-3.1471372,-5.7575693,1
-1.5483626,-9.059781,4.321792,1
-3.2179656,-4.4096904,8.211845,3
1.0363162,1.7808006,-8.5091505,0
-2.465005,3.605451,2.7708287,3
1.9820584,6.424735,-8.503996,0
1.0292835,6.897862,-0.80156,0
-0.3645934,1.9304714,1.1105558,3
