tsne1,tsne2,tsne3,tsne_clusters
2.821363,0.91282403,9.478167,3
0.7986194,-0.75434405,3.6213892,3
-6.79218,-4.198422,5.6536946,1
7.8877616,-1.4366182,5.1319737,2
3.6557148,-5.0448008,-1.0041106,2
7.0587816,-0.9620434,2.3061602,2
-0.62813354,-0.8391277,-2.8125565,0
6.211353,-2.6668074,1.8343545,2
3.7843368,11.035537,2.8867445,3
1.7498525,3.628226,4.5014687,3
-3.4652915,-4.3832345,-4.368861,1
1.5274284,-2.3882976,-1.299952,1
-5.405786,2.7503088,-8.4131365,0
0.018776722,1.4394587,4.8142614,3
-10.585279,1.3523264,2.3450332,3
-6.7886214,-1.5082479,-4.808743,1
-4.4687247,2.155217,6.311336,3
5.781354,-3.182337,-8.030413,0
-3.2631445,-0.2687184,9.762209,3
-3.749882,2.8741715,10.092754,3
4.032228,6.2700233,-1.4235609,0
0.38542774,-3.0863419,-3.9561694,1
-4.5320024,2.1084518,-1.1085244,0
0.11642466,-1.2922755,0.36221454,1
4.295644,5.6311917,-8.473293,0
-1.9344712,-1.4886137,-7.294107,0
-2.371226,0.046817243,-10.0400505,0
-8.818822,4.3654003,2.486023,3
1.2125138,0.9582777,-0.32165387,2
6.0587354,4.6308317,-2.9183614,2
-6.409514,-1.3691233,-5.648645,1
-1.4692812,9.873583,3.0391,3
-1.0517446,-5.7809143,1.9139932,1
-0.32459906,0.69566125,-4.899105,0
-4.133276,5.748553,4.582965,3
-0.30033237,-11.707967,1.1978037,1
-0.8078713,-4.323676,6.810868,1
6.448917,-7.268898,2.5632625,2
2.1680834,-4.201072,0.35289392,1
-3.205957,0.007567484,7.7397046,3
-6.4585376,-7.8553305,-0.884426,1
7.1800604,-4.520202,-3.9383662,2
-4.1873846,-5.8971653,-2.2176464,1
-5.85606,0.6857804,-1.6496147,1
-2.655025,11.096895,1.9565364,3
3.6935558,-2.6752634,-7.171341,0
3.6383228,5.262094,2.5828774,3
-5.2545233,6.9310727,-4.5251703,0
-3.0455127,0.82762396,4.7922525,3
-9.762909,-1.6766422,-4.7445006,1
5.594746,4.9224157,2.8845167,2
-5.1486077,2.115241,2.7244902,3
-6.2962937,-5.103336,1.7448112,1
-5.548901,-10.666644,-6.0332165,1
0.10701486,-3.7303329,-3.382107,1
-3.148983,-2.1415248,-6.8302,0
6.2329373,1.829254,3.7498581,2
7.074331,-7.6324716,-1.7329787,2
1.1556547,-0.15918629,-3.0573819,0
-6.1994057,-2.5933385,3.429286,1
-0.8077483,5.354948,10.606335,3
-0.90158576,-4.439968,-4.8227353,1
0.5397189,-5.217534,-3.3876579,1
-6.0450296,-1.0749567,0.79499406,1
-3.4873395,2.4205492,1.3655202,3
-2.5843253,2.8271182,2.2043784,3
-6.5237503,-2.9794562,-4.9117827,1
9.446999,-6.23476,2.5653148,2
-5.293997,-2.840785,3.6607695,1
1.4981314,6.0911055,-6.8497243,0
-1.2138059,0.83761466,7.43246,3
-5.236713,4.1519575,-8.135055,0
-3.2672818,4.645436,0.9647707,3
8.272365,-7.6007504,0.6848785,2
-7.5375743,-6.2084556,-3.5104737,1
-0.3657811,4.7488146,10.331712,3
8.419844,7.728551,-1.6078498,2
-4.553766,0.8460817,0.27441648,3
2.582629,-2.370848,-7.6228313,0
-0.76371485,-0.50925714,-3.2536857,0
0.4415889,4.5685234,3.492533,3
-9.902854,-0.5094797,4.0098867,3
-6.400057,-4.5803833,1.167181,1
4.912306,0.61380804,0.2621192,2
9.019732,-4.0010114,0.6075932,2
-5.7796936,0.4846471,1.3704829,3
7.380612,-6.366328,-0.21702716,2
-4.707783,1.4869401,0.37918457,3
-3.6356614,6.2358994,-9.389247,0
-4.845642,-0.45060465,1.170384,1
2.8179564,4.65716,-7.5803165,0
5.8361044,5.3083115,-6.3192563,0
1.4294207,-7.5220156,3.6208963,1
-2.5674386,7.2120204,6.6785307,3
-2.390615,-10.161107,-5.123818,1
-3.4646287,-10.326048,-4.9188104,1
2.4880404,-0.8130663,-12.99904,0
5.740946,7.93832,-2.134282,0
0.3556147,-0.8538872,9.124034,3
0.9445549,-5.952457,3.9747384,1
-1.5362133,3.2830033,-9.110851,0
5.917177,5.170261,-5.3537016,0
-6.919401,0.4405289,1.5023651,3
8.47791,3.0706522,-2.0495634,2
-9.242733,-0.39681357,-4.06052,1
8.9896145,-4.4229193,4.818517,2
0.2988676,4.936771,-2.4845538,0
-4.3559475,2.8947613,-6.4196644,0
-8.6714,-2.9971852,0.9512729,1
8.033596,3.3504772,6.498849,2
-2.8026145,-2.2084422,-4.8141675,1
3.1259537,-3.258805,4.03376,2
-5.8138275,-1.5521566,-3.9172504,1
2.2920015,5.5901246,-5.2040386,0
-5.355447,8.579728,-2.2877412,0
-6.257471,-2.4561355,4.195796,1
-7.363239,5.0793133,3.4670448,3
-8.965753,1.633462,3.2073908,3
7.7511387,1.3394682,-7.3310146,0
-6.6360974,0.32127804,-4.856015,0
-3.7761369,-2.1217,-2.1058,1
3.7808368,0.7912868,-2.4852526,2
-10.6830435,0.20196477,3.9581785,3
-0.22700106,-6.2444196,1.9623138,1
4.926763,-1.4710041,0.7705079,2
3.947221,4.1922235,-1.7615559,0
-1.2588501,2.7252626,7.771876,3
7.463319,-0.58127123,-1.3622649,2
3.378881,-1.7856452,-2.7583578,2
3.4736347,1.9134068,-5.874687,0
3.6781602,0.8542516,-6.545817,0
-8.880709,3.907409,4.0547433,3
-2.7206872,0.89223653,-0.8489132,0
-0.7410005,7.1442537,-1.8222185,0
-9.132193,-2.3528337,-5.784798,1
1.8569231,-3.2180064,9.392732,3
3.3189335,11.032084,3.0309956,3
5.7763495,2.6111274,3.6152496,2
2.810808,-0.812741,-0.86896014,2
0.58317006,3.598784,-7.355996,0
6.612603,-0.2786235,-4.355885,2
7.205431,-6.266078,0.11360055,2
-5.2319927,0.049901467,-0.6803199,1
3.5508,-3.4403286,0.91476333,2
3.7767613,-2.5434706,4.483038,2
5.8970222,8.439485,0.14158915,2
-0.6436596,-0.7168077,-5.1257086,0
-0.14370106,-9.42886,-2.4447818,1
1.5887593,-2.5953195,0.27643794,2
7.377241,1.2834933,-7.095241,0
3.5367966,5.086946,1.6109842,2
-11.061778,-2.4631739,-3.1001337,1
0.31016672,8.163317,1.9480786,3
2.5615523,-2.1836336,8.845167,3
2.1925344,6.756426,-7.1481276,0
1.4168028,1.2290356,-9.1006975,0
7.540665,-0.54162073,4.4705133,2
-0.30268037,1.7467849,-0.55972546,0
9.195745,-6.3998203,-0.3809942,2
-4.622492,-8.706882,-7.6531315,1
4.070839,-6.5177984,4.082006,2
-3.0772645,6.1066327,-2.8044548,0
-3.9326112,5.1234617,-9.396875,0
-9.954071,1.1645055,1.966834,3
-8.716612,0.2170066,4.757229,3
-2.7431207,-7.2570887,4.785856,1
6.2338142,-0.72689307,-3.5929317,2
-1.4788249,6.1234455,-10.00686,0
-11.511058,0.2883383,-3.4046316,1
2.3806677,4.1723185,-5.7533946,0
-3.391936,-1.7048699,-0.23617004,1
7.6949472,-1.8075134,-2.041526,2
2.2381678,-9.137938,-3.0034826,1
2.829515,4.1687922,-0.7964417,0
4.176805,-3.162973,5.31766,2
3.2482526,11.252522,0.79937404,3
1.6962419,4.326398,8.624328,3
1.6318239,4.511449,-3.1672742,0
3.168564,6.288544,-3.804896,0
1.0637662,-2.2955368,-4.6792855,0
4.891985,0.31907094,0.34278595,2
-1.220772,-10.163316,-1.3813975,1
-0.479597,4.7815366,1.8646258,3
5.578897,-4.4166327,4.4680247,2
2.5817015,7.863758,-1.6617017,0
1.0564696,-11.264295,-1.5534399,1
9.754772,2.8222017,4.269496,2
0.25165305,-8.658393,5.1365843,1
-3.669013,6.44473,-1.950449,0
0.120829426,-6.027007,1.667168,1
-10.465951,-4.638801,2.3034894,1
-1.5196933,-3.0841513,-6.3082757,0
-3.6313257,-2.297074,5.088878,3
-2.547975,-6.2772446,2.0101082,1
-1.4544513,-3.0000052,-0.006674721,1
-2.932036,1.5747061,-8.614711,0
-4.0797863,3.66976,-6.393106,0
-2.2041345,-3.207,4.959319,1
2.6629114,1.206235,0.6967244,2
-2.2708898,-0.6314914,3.8927655,3
-2.3615525,-9.745125,4.6433034,1
3.2605243,0.9499811,1.9068704,2
-3.3208063,8.105151,-5.596782,0
-4.0885315,-10.291883,-4.903571,1
-4.348072,9.389448,1.8462467,3
2.014729,-2.7368245,5.1984925,2
4.517952,0.42120814,-7.399404,0
-2.8801265,-7.8045144,-7.0506315,1
5.832244,2.3354774,3.9170928,2
-5.896417,-7.7777905,0.11110584,1
-0.69636,-3.0145147,-2.0068,1
2.564233,4.0805655,2.029498,3
8.4079485,3.578748,-2.7194548,2
-2.6034756,0.2943641,0.084128164,1
-3.0904555,-10.896767,-5.823925,1
6.476584,-5.2678585,0.83205044,2
4.097191,7.244916,6.136527,3
-1.4798604,-0.63030934,2.922631,3
-1.4135077,0.062438976,-2.9235783,0
-9.507886,-2.704335,1.8560942,1
-8.149496,4.7722363,0.4465488,3
1.548149,-3.8606377,-10.258743,0
6.0087094,7.8639803,2.5365555,2
-0.63608724,-1.6389949,-0.26247692,1
-0.13114406,1.2429048,-3.796918,0
-7.091639,1.1144532,-4.0103755,0
2.1905093,5.9848523,8.556546,3
-6.026824,-4.0055327,0.4989968,1
0.6100064,7.5433807,7.502784,3
7.373417,-1.9951959,-1.6383976,2
3.326806,3.5493014,-2.292376,0
1.0432454,7.118649,-2.0843842,0
5.9384985,3.7090845,-0.3209622,2
0.7912066,4.314801,-10.78068,0
-3.5904853,2.6200666,1.5806615,3
-4.030825,3.7036018,0.79817325,3
3.9195125,7.663313,-4.4187784,0
-2.9600139,9.695301,-0.858645,3
-6.464172,3.780479,3.6010356,3
1.3279055,-5.505369,1.5303708,1
-0.7679697,5.5303483,9.588194,3
-7.2817802,4.1889076,-4.5147767,0
7.157878,2.6509666,8.091086,2
-8.212722,-2.8876631,0.976935,1
2.0469213,-11.04783,-1.878181,1
-2.579374,1.9124788,-3.6522758,0
-1.2281152,2.4693859,10.250549,3
-2.948672,0.70466727,-1.1934053,0
-0.9342736,5.2683725,9.403706,3
-7.563111,-4.143121,0.31507027,1
2.5773652,3.7476988,9.477691,3
-4.3368607,7.874678,-1.4103657,0
-2.5592818,11.057403,2.0934043,3
6.1022773,1.8004063,3.104955,2
2.9022274,0.5604248,-4.298781,0
1.6301881,-8.543345,5.3890524,1
-0.29651484,2.8785658,-4.3262362,0
-0.87505877,6.2341113,-10.223972,0
1.6023655,0.5457054,11.444807,3
-1.5543401,2.664305,4.9784846,3
3.9371579,10.75367,2.457799,3
-2.4259315,-8.988896,4.327352,1
-0.7459776,-4.719935,-4.792936,1
0.47158363,-1.162598,-6.6450996,0
-7.599991,-6.8699017,-2.7021391,1
-2.2062957,3.725958,-4.6734576,0
6.221425,3.4995644,-1.290609,2
3.2956352,-1.9415414,4.1646047,2
-2.7964463,-1.6293485,-6.5241756,0
7.944019,-1.8099617,1.5688612,2
-1.0765108,7.773116,6.621611,3
-5.0294027,-3.472243,-5.1014304,1
1.9423677,-2.3986404,-1.5513895,2
-3.5990748,-5.511901,5.391828,1
-2.1478436,-4.229764,6.6041994,1
-4.759805,1.5340977,-5.010769,0
5.5184374,-1.97831,5.8366194,2
1.085755,5.1568537,9.161136,3
-1.0627521,-4.8476086,7.2312403,1
6.4352283,-0.64467746,-7.3121014,0
2.5254202,-0.3908654,-12.843115,0
2.907179,-1.3511163,4.020202,2
1.0953307,-2.5639622,-8.841355,0
-9.256016,-4.5756545,0.76120096,1
-7.5503283,5.0954385,5.7954526,3
3.7449765,0.3941685,-3.872404,0
-2.222913,3.6728344,-4.5143337,0
9.879912,0.49793792,-2.3956773,2
4.1438985,-8.515061,-3.3949971,1
0.019029342,5.989653,5.923543,3
1.1876725,-11.277507,-0.28208876,1
1.3883379,4.424826,2.3394723,3
-7.9054728,3.3871696,0.3862476,3
7.907706,7.5663333,-3.2195208,2
2.8395786,4.000668,-1.4979787,0
4.0482507,-5.5603566,-8.1364765,0
1.2838207,0.53462106,-3.9668372,0
8.704477,2.5361156,5.5912337,2
-10.262165,0.99249053,4.0643396,3
4.6336274,7.4781923,0.36945143,2
3.2058165,2.4211042,8.566866,3
3.3833272,0.49808124,7.553037,3
7.4370313,-0.9313945,1.8619545,2
2.9908261,-7.4763346,-2.9198291,1
-3.3219593,-0.25814816,-10.280763,0
7.0252166,4.577576,-2.1317952,2
-4.6855884,1.4364136,1.6047236,3
7.499069,-5.2026434,-3.5958781,2
-2.379231,3.7041056,2.792769,3
-0.2586845,-8.784314,-0.12008071,1
4.923211,-8.06118,2.8686523,2
-6.3111277,2.7557364,-8.154966,0
-3.4943073,-2.7515907,5.214875,3
0.01053667,2.8525298,8.4313345,3
-7.337872,-4.937963,-0.5724941,1
-2.8055103,-9.564908,-7.973577,1
8.53223,-0.35498998,-0.62297183,2
-2.5737026,11.165197,2.0458543,3
-2.9681845,-5.447499,7.388369,1
-1.2732773,-4.8639617,-6.134713,1
6.3513074,6.317533,-1.671251,2
8.991356,3.2243671,-3.063574,2
-0.9333465,-8.206855,-2.6885858,1
1.6521177,5.9154477,-1.4876331,0
11.664621,0.72479653,-0.13925269,2
-0.29625893,-5.8636127,-3.7970848,1
7.2886896,0.34359652,3.6762993,2
1.5152591,1.5089848,-8.802164,0
-4.481825,-2.089385,5.501524,3
4.9115014,-7.9572253,2.8116245,2
5.847088,-4.2521734,4.9201837,2
-9.743656,0.16595274,-4.481979,1
9.160539,-0.27977496,-1.2938638,2
-0.56725544,-0.68842053,10.271162,3
-5.7259974,-0.7862086,3.9805124,3
0.9156587,6.861398,6.399394,3
-3.162051,2.5602014,9.587696,3
-1.8250854,-3.0808897,-4.194178,1
8.861664,-6.573904,0.051432516,2
-4.2289414,9.202554,2.836326,3
-8.54362,-2.3255486,0.35119468,1
2.7221775,-7.243643,1.7349721,1
2.390255,-1.9226182,-7.5474834,0
1.3039675,6.2867403,-1.2679763,0
2.5024102,-2.755342,-1.3692923,2
3.939356,-3.9599369,0.56564915,2
-4.680161,8.552909,-2.8651824,0
2.4243195,-9.223165,-2.6269958,1
2.8307946,3.1194105,-7.2187333,0
-0.9923326,0.27228594,7.3110237,3
1.9861009,-0.07352129,-10.43642,0
-7.269586,-4.1435685,0.101546526,1
-9.806321,1.283966,2.9605887,3
3.5994344,-0.9753816,8.93734,2
-0.5977117,7.4903483,-2.64577,0
-6.3034325,1.316182,0.6649046,3
-2.952413,-3.5014174,4.266989,1
-1.9754422,-2.0130625,-4.1725206,1
-4.33898,-2.427259,3.2014503,1
-0.34483808,-2.6861753,-1.6423105,1
-9.8472595,1.3622155,3.0803196,3
8.323895,2.5738268,6.962732,2
-7.4630303,-8.3936615,-2.313956,1
1.2008611,8.259317,-0.51428396,0
2.984135,-7.4912505,-0.426338,1
-11.364496,0.74466026,-3.0207753,1
-2.4820156,-4.612556,3.1581025,1
6.469457,2.0666902,-6.562638,0
-10.264609,-3.515215,2.59184,1
8.1905365,2.5170627,-2.0322573,2
10.297169,4.028901,2.311777,2
2.5168362,7.3407464,6.5988207,3
6.291658,-2.8070524,-8.172294,0
-5.0650215,2.020061,-7.927199,0
-0.62807417,3.6190438,8.124094,3
-3.9924536,3.5256162,-6.887775,0
-2.6270149,-8.819421,5.2585683,1
0.658998,0.46405068,-1.6552664,0
-1.872718,-1.0248569,-1.2923077,1
1.4723388,4.447998,3.942174,3
6.8842974,-5.200358,-4.054697,2
1.9934818,-3.6551082,-2.2890587,1
7.291218,0.029030647,-3.374584,2
-3.3710396,-5.8827987,7.8940744,1
9.032359,2.1101542,2.5441103,2
-1.0899587,-8.266122,3.8814328,1
-10.328235,-4.0666933,-2.1488621,1
-1.9427406,-0.055901684,-7.006183,0
4.136885,5.3228765,-8.921243,0
0.13496678,-3.6898055,-1.4759147,1
-4.4629884,7.6601067,-2.541299,0
2.1535041,0.61176294,5.456044,3
5.9641714,8.04725,0.6229825,2
11.024998,3.4169557,0.95471215,2
-4.1821513,1.3156402,7.713818,3
-5.172925,-0.3019064,-8.881015,0
-4.7666965,-2.5949416,3.5648382,1
-5.094549,-7.9610157,-0.3340789,1
3.190185,-5.776376,3.3324938,2
-1.5334111,-2.3786263,-3.2099428,1
-0.10744993,-6.8887525,-6.1954575,1
-3.749069,-9.805659,-4.5083985,1
-2.3053474,0.48386803,-10.6156845,0
3.0759463,-7.50014,-0.4820487,1
1.697189,3.75426,4.25511,3
0.8843184,-0.08277564,7.5325575,3
-6.23008,-2.2209382,5.071163,3
0.5367827,-7.527578,-2.2074122,1
5.5179577,6.9611974,-1.3370603,2
-4.1619883,-0.44922853,9.83959,3
-2.9502845,9.166172,-0.21058266,3
-7.842143,1.7517059,-1.5966545,1
0.55260086,-1.8617547,9.160213,3
1.6505702,0.009450443,6.373522,3
-1.1281933,3.9519925,1.2233942,3
-1.705573,-6.100421,-2.3584442,1
1.1917087,6.3814225,-5.191998,0
-0.27203506,1.0743668,-3.7356648,0
-7.060767,5.3308797,4.251583,3
-6.2228007,-5.48514,1.5192938,1
-0.10873954,4.373418,2.0603743,3
-6.694048,3.595646,-5.112171,0
0.19088681,9.281973,4.084285,3
1.0902455,1.8458421,-5.678617,0
2.3151295,-6.8583217,6.8671303,2
-1.8728629,-3.6919358,5.598753,1
1.6211727,-8.6613035,4.0399027,1
2.5206802,0.51188254,0.14798893,2
-11.281099,0.8244959,3.1700475,3
-6.910349,4.4450383,1.0152878,3
8.435749,-0.76025254,2.7926557,2
-3.6537719,1.3643041,7.3661385,3
-0.63892436,-0.079455614,5.6435122,3
-0.7249678,0.36596847,10.642585,3
4.1289926,2.2725477,5.93987,2
3.0033543,2.1054747,-2.2114685,0
-6.262191,-7.8171425,0.02950013,1
6.839742,-4.1505837,2.1463587,2
3.9831047,3.8565629,6.634772,3
-4.2169323,-3.816401,-7.4231734,1
6.373764,-1.7846181,-8.076758,0
-7.1046143,3.8057997,0.99600834,3
0.6677983,-2.6487527,9.552064,3
-0.71722525,-6.301149,-1.0874598,1
4.091699,-2.465925,5.081128,2
1.1505474,4.14361,-8.57123,0
3.3954778,-0.7340299,-2.5876276,2
4.037063,5.3361263,-8.866817,0
-8.070372,-2.724865,-6.8645,1
8.774805,-2.4389832,0.4550218,2
-2.2440636,-3.382766,-0.9834014,1
-0.38802603,-2.1671188,-7.096694,0
-6.2321577,8.638412,0.95038444,3
-3.5775287,6.856015,4.5372405,3
1.9241832,-2.8706875,-10.261268,0
1.6207452,-5.107314,-2.665351,1
5.481822,-1.3286723,-7.7987623,0
11.009153,3.3365376,3.1111476,2
-2.4739144,-0.77090615,-7.4292574,0
5.676615,5.6911616,-6.778154,0
-3.924646,1.2964871,1.2745599,3
-1.5744042,5.8488755,6.4553843,3
-9.546896,-0.36224294,2.7831063,1
1.8817016,5.8869267,-9.491156,0
-0.23400109,4.4441147,10.406179,3
0.70411944,-7.589614,7.186909,1
-1.7673866,4.1941233,-6.1295414,0
-3.1811216,7.170806,6.9434605,3
7.3473415,-1.4878798,-7.8589,0
8.953065,3.0752914,-3.0055082,2
-2.8844328,0.34969863,4.172666,3
-3.419689,-5.3147426,8.079666,1
6.0490255,-2.929528,1.7823505,2
-5.2745547,-0.6469922,-1.0297983,1
10.825291,1.2338609,3.391114,2
3.9416907,2.1003137,4.03785,2
0.3784267,2.7949977,8.555833,3
0.07792566,1.70663,-7.6164947,0
1.3983337,6.852562,4.682628,3
-6.3773336,-3.367666,3.9409778,1
-3.2162483,4.8223147,-9.717741,0
6.3394537,-6.688803,1.7371858,2
-1.0001631,9.833026,-1.7819132,0
0.35169864,-6.179094,-6.3731236,1
3.5205538,-2.272093,-4.0065765,2
-4.628302,-1.674433,-3.5519557,1
0.40437263,-8.886083,6.445654,1
-3.8968558,-1.19492,-10.178844,0
2.5190387,-0.78654337,-12.987954,0
-2.7599382,1.7448789,-7.614638,0
-1.0603211,-4.6357102,-4.824138,1
6.490208,-2.6664019,-0.2625102,2
-2.4201715,-8.5808115,5.5158386,1
-0.30535102,-1.2309135,2.0446033,1
-1.4392056,4.446899,-2.9011605,0
3.779725,-2.9653409,-7.3637896,0
-3.6444895,-3.3111267,5.4676676,1
10.949158,3.4220383,2.7794828,2
-6.581949,1.0835335,-3.273941,0
7.6218786,-4.6367946,-3.748115,2
-10.4866085,0.84863514,3.7469754,3
7.937537,2.1595423,5.968396,2
0.24763466,-4.0068607,6.0866885,1
-2.1715157,-1.7550308,3.4510999,3
0.17255329,-6.4694405,6.732578,1
-3.10592,1.0569379,0.78638417,3
-4.0167117,7.574232,1.2727058,3
5.010245,-1.956612,1.4347184,2
3.099457,1.2484527,5.492365,2
-4.867155,-1.1532941,9.323598,3
-0.50508845,-5.229853,-6.0076046,1
-5.0889044,6.971642,-1.2691896,0
-1.0678762,-8.861488,-0.47090766,1
1.4594804,1.1586998,-9.402328,0
-2.6065724,2.075079,-8.718569,0
0.9564669,7.420978,-1.1525091,0
-1.459397,-5.3108416,2.7089264,1
-5.2864146,-2.2718596,2.476914,1
8.502231,-2.1947503,2.348527,2
1.9559504,4.3289404,-7.366008,0
-11.141687,-1.3504763,-3.4298372,1
0.16955882,-0.6052469,-2.0490987,0
0.74785733,-6.7975016,-4.542058,1
-1.1166348,-0.83356696,8.535032,3
4.815444,-0.4335374,0.40081754,2
4.4428864,5.110676,1.50463,2
-3.492431,-2.5753276,-5.9034524,1
-0.9128371,1.5940424,4.42922,3
3.9143965,7.249528,6.328477,3
-5.545301,0.027383218,-10.240732,0
3.2643573,0.6905184,10.281523,3
9.843023,3.181041,-0.22249639,2
1.042023,-2.7589693,-5.2482853,0
